provider_id,provider_name,category,city,area,full_location,latitude,longitude,rating,availability,experience_years,completed_jobs,response_time_minutes,price_range,verified_provider,languages_supported,phone_number,email,created_at
49035,Mike Mechanic Services,Mechanic,Peshawar,Cantt,"Cantt, Peshawar",30.208355,68.550453,4.3,Busy,14,691,120,High,False,Urdu,623-811-8674,gclark@yahoo.com,2025-03-28
49036,Natasha Tutor Services,Tutor,Lahore,Gulberg,"Gulberg, Lahore",26.956195,72.217274,3.4,Offline,12,1416,77,High,True,"Urdu, Roman Urdu",(649)464-3758x7633,dwalker@rojas.com,2023-05-18
49037,Sean Tutor Services,Tutor,Faisalabad,Peoples Colony,"Peoples Colony, Faisalabad",26.884514,73.197896,3.0,Available,13,3510,29,Low,True,Urdu,033.158.5133x61178,davidanderson@burgess.com,2025-03-19
49038,Kathleen Beautician Services,Beautician,Faisalabad,D Ground,"D Ground, Faisalabad",28.713916,67.565835,3.6,Offline,7,1080,78,Medium,False,English,(222)758-8638x7595,deborahnorris@gonzalez.com,2024-05-17
49039,Makayla Appliance Repair Services,Appliance Repair,Islamabad,I-8,"I-8, Islamabad",28.097975,67.821592,4.7,Offline,6,380,38,Medium,False,Urdu,365.841.9759x6040,valdeztimothy@williams.com,2025-04-02
49040,Kathryn Water Tank Cleaner Services,Water Tank Cleaner,Islamabad,Bahria Town,"Bahria Town, Islamabad",33.576592,71.167197,4.5,Busy,16,2458,40,Low,True,"English, Urdu",(086)908-1054,igriffith@hansen-whitaker.biz,2023-01-29
49041,Sabrina Carpenter Services,Carpenter,Karachi,Malir,"Malir, Karachi",32.461417,73.669554,3.6,Available,15,3404,103,Medium,True,Roman Urdu,(215)199-9638x890,timothyclark@gmail.com,2023-04-17
49042,Anthony Mechanic Services,Mechanic,Islamabad,I-8,"I-8, Islamabad",30.019539,69.080252,4.4,Available,5,3182,101,Low,True,"Urdu, Roman Urdu",804-775-2638x6949,deborah32@yahoo.com,2023-03-18
49043,Alice Electrician Services,Electrician,Lahore,DHA,"DHA, Lahore",26.751115,71.783971,3.7,Available,18,2647,12,Medium,False,Roman Urdu,149.211.5122,michelle11@bailey-kelly.com,2024-03-21
49044,Katherine Carpenter Services,Carpenter,Karachi,North Nazimabad,"North Nazimabad, Karachi",29.402036,69.126921,3.7,Available Soon,4,3383,115,Low,True,"English, Urdu",001-337-545-5927,frederick12@hotmail.com,2025-06-24
49045,Isabel Beautician Services,Beautician,Lahore,Gulberg,"Gulberg, Lahore",26.996778,67.987275,4.0,Busy,11,1655,24,High,False,"English, Urdu",001-332-720-1250x87881,kelseyhicks@escobar-barrett.org,2025-05-22
49046,Christopher Carpenter Services,Carpenter,Islamabad,G-13,"G-13, Islamabad",28.67239,70.541879,3.2,Available Soon,3,3867,13,High,False,English,+1-100-032-3314,molinatonya@gibson.com,2026-03-25
49047,Jason AC Technician Services,AC Technician,Peshawar,University Town,"University Town, Peshawar",32.643642,73.32943,3.2,Available,2,1459,37,High,True,English,601.890.4723x2389,michaelward@meyer.com,2023-04-05
49048,William Appliance Repair Services,Appliance Repair,Islamabad,F-10,"F-10, Islamabad",30.346544,67.467006,4.5,Offline,13,3904,120,Medium,False,Urdu,227-090-2706x930,shannongrimes@thomas-wright.com,2025-10-27
49049,Christopher Beautician Services,Beautician,Karachi,DHA,"DHA, Karachi",29.312323,73.266281,3.0,Available Soon,10,3251,47,Low,False,"English, Urdu, Roman Urdu",001-766-157-6630,davisdaryl@rivers.com,2025-07-21
49050,Steven Cleaning Service Services,Cleaning Service,Rawalpindi,Bahria Town,"Bahria Town, Rawalpindi",29.545248,73.093721,3.6,Offline,15,1106,41,Low,True,"English, Urdu, Roman Urdu",199-369-4585x19526,jesusmckinney@hotmail.com,2026-02-18
49051,Brianna Home Tutor Services,Home Tutor,Karachi,Korangi,"Korangi, Karachi",26.602897,69.578249,4.4,Available Soon,2,3925,118,Low,True,"English, Urdu",(094)738-7460,richardmorgan@scott.com,2023-06-05
49052,Joshua Plumber Services,Plumber,Rawalpindi,Saddar,"Saddar, Rawalpindi",29.367252,71.818403,3.8,Busy,20,4394,40,Low,True,English,2464334280,qcoleman@figueroa.info,2026-02-21
49053,Karen Cleaning Service Services,Cleaning Service,Karachi,Gulshan,"Gulshan, Karachi",29.320522,73.467219,4.3,Available,12,3321,15,Low,False,"Urdu, Roman Urdu",(016)211-6310x2083,frank29@yahoo.com,2024-03-02
49054,Jordan Mechanic Services,Mechanic,Karachi,Clifton,"Clifton, Karachi",27.050368,68.168643,3.2,Offline,4,3113,20,High,False,Roman Urdu,(138)150-1285x260,melissagarcia@hotmail.com,2023-04-03
49055,David AC Technician Services,AC Technician,Rawalpindi,PWD,"PWD, Rawalpindi",28.639325,72.32669,3.5,Available,19,3421,35,High,False,English,628.028.7934x19500,cesartran@hotmail.com,2026-01-25
49056,Lisa Water Tank Cleaner Services,Water Tank Cleaner,Islamabad,G-13,"G-13, Islamabad",27.288243,68.60535,3.1,Available Soon,18,2594,44,Medium,True,"English, Urdu",(574)739-0243,william77@cunningham.com,2026-03-26
49057,Linda Plumber Services,Plumber,Karachi,Gulshan,"Gulshan, Karachi",33.370018,69.822183,3.8,Available Soon,3,4056,117,Low,False,Roman Urdu,(428)473-1049,xvasquez@hotmail.com,2024-01-10
49058,Ann Plumber Services,Plumber,Peshawar,Hayatabad,"Hayatabad, Peshawar",25.61489,72.999216,3.7,Available Soon,19,4014,75,Low,True,Urdu,(497)194-5396,williamsdana@ayala-bridges.org,2023-06-08
49059,Connor Water Tank Cleaner Services,Water Tank Cleaner,Karachi,Malir,"Malir, Karachi",24.526074,72.747794,3.4,Available,6,4626,21,High,True,"English, Urdu",451.367.2272x35746,jennifercollins@fuentes.info,2025-01-03
49060,Amy Computer Technician Services,Computer Technician,Islamabad,Bahria Town,"Bahria Town, Islamabad",29.655696,72.952776,3.5,Busy,11,1473,44,Medium,True,"Urdu, Roman Urdu",824-210-0238x4402,amanda56@randolph.com,2026-05-05
49061,Todd Cleaning Service Services,Cleaning Service,Faisalabad,Madina Town,"Madina Town, Faisalabad",27.648559,68.841637,3.5,Offline,11,4879,34,Medium,True,Roman Urdu,768-736-9581x35627,lewismark@hotmail.com,2023-08-10
49062,Natalie Appliance Repair Services,Appliance Repair,Rawalpindi,Chaklala,"Chaklala, Rawalpindi",28.634688,67.350462,4.8,Busy,9,1084,81,Medium,False,"English, Urdu",(783)363-9977x330,csmith@meza.com,2026-02-23
49063,Jeremy Appliance Repair Services,Appliance Repair,Lahore,Johar Town,"Johar Town, Lahore",32.214465,69.049419,3.4,Available,18,3577,101,High,False,Urdu,847-698-2541x8401,edwardmurphy@miller.com,2025-10-24
49064,Andrea Cleaning Service Services,Cleaning Service,Islamabad,G-13,"G-13, Islamabad",28.395568,69.156856,4.8,Available,1,4822,40,High,True,English,(842)444-4814,jason97@thornton.com,2026-02-20
49065,Rachel Appliance Repair Services,Appliance Repair,Islamabad,F-10,"F-10, Islamabad",30.785334,70.068974,4.1,Available Soon,7,469,58,High,False,"Urdu, Roman Urdu",(403)949-5821x96373,briana38@ray-martinez.info,2024-02-18
49066,Sandra Mobile Repair Services,Mobile Repair,Faisalabad,Peoples Colony,"Peoples Colony, Faisalabad",30.960516,71.402332,3.9,Offline,12,1344,56,Low,False,"English, Urdu, Roman Urdu",(235)064-3778x3032,josephwilliams@macdonald.com,2022-10-01
49067,Lori Computer Technician Services,Computer Technician,Faisalabad,Peoples Colony,"Peoples Colony, Faisalabad",30.645875,68.554387,4.2,Available,14,2047,107,High,True,Urdu,330.731.5314x339,gfuentes@yahoo.com,2026-02-22
49068,Richard Computer Technician Services,Computer Technician,Lahore,DHA,"DHA, Lahore",32.597885,71.162692,4.0,Busy,1,2931,113,Medium,True,"English, Urdu",205-465-5568x2939,jenniferoconnor@gmail.com,2024-01-13
49069,Brittany Carpenter Services,Carpenter,Lahore,Bahria Town,"Bahria Town, Lahore",31.116107,68.10758,4.3,Available,18,2312,58,High,False,Roman Urdu,200-045-6131,snyderphillip@hotmail.com,2023-10-07
49070,William Home Tutor Services,Home Tutor,Peshawar,Hayatabad,"Hayatabad, Peshawar",25.728582,67.798057,3.5,Available,13,4339,27,Medium,True,"Urdu, Roman Urdu",9675225999,waltonlynn@peterson.com,2025-05-18
49071,Erika Cleaning Service Services,Cleaning Service,Faisalabad,Peoples Colony,"Peoples Colony, Faisalabad",33.699882,67.309521,4.1,Offline,14,2381,118,High,False,"English, Urdu",111-145-5744,clarkjennifer@moore.com,2023-10-16
49072,Danielle Electrician Services,Electrician,Karachi,Nazimabad,"Nazimabad, Karachi",32.04178,70.588848,3.3,Busy,1,4223,90,Low,False,Urdu,001-704-365-7091x466,jeanetterandall@yahoo.com,2025-06-30
49073,Mark Computer Technician Services,Computer Technician,Islamabad,F-10,"F-10, Islamabad",32.250038,69.594125,4.8,Offline,10,2574,83,Medium,False,"English, Urdu, Roman Urdu",724.038.7932x7511,ethan86@gmail.com,2025-06-24
49074,Tristan Home Tutor Services,Home Tutor,Lahore,DHA,"DHA, Lahore",30.727778,70.238103,3.6,Busy,4,1087,56,Low,False,Urdu,992.827.8435x05248,connersarah@yahoo.com,2024-10-28
49075,Kathleen Appliance Repair Services,Appliance Repair,Lahore,Gulberg,"Gulberg, Lahore",33.396023,72.57521,4.2,Busy,3,2555,7,Low,True,Roman Urdu,001-656-295-8929x280,andrea67@martinez.info,2025-05-11
49076,Erica Beautician Services,Beautician,Islamabad,Bahria Town,"Bahria Town, Islamabad",27.61912,68.190518,3.3,Offline,2,4436,23,Medium,False,"Urdu, Roman Urdu",+1-773-887-1971x17888,kaitlyn33@hotmail.com,2026-04-23
49077,Kimberly Carpenter Services,Carpenter,Karachi,Malir,"Malir, Karachi",32.571787,69.826061,3.7,Busy,14,1797,92,Medium,False,Roman Urdu,(216)781-2530x397,thomaspatricia@hotmail.com,2024-10-16
49078,Susan Electrician Services,Electrician,Karachi,Korangi,"Korangi, Karachi",26.718234,72.547376,4.8,Busy,9,1077,7,Low,False,Roman Urdu,001-688-060-9709x1313,peggy82@bryant-shannon.com,2023-06-22
49079,Mitchell Carpenter Services,Carpenter,Lahore,Bahria Town,"Bahria Town, Lahore",33.871579,67.998988,3.8,Offline,7,3150,92,Medium,True,"English, Urdu",746.140.6675,jamesfranklin@jordan-morales.com,2023-02-21
49080,Kevin Mechanic Services,Mechanic,Rawalpindi,Saddar,"Saddar, Rawalpindi",31.104316,68.663407,3.6,Offline,6,4557,76,Medium,False,Urdu,345-790-1272x873,stephanieprice@yahoo.com,2022-09-12
49081,Anne Plumber Services,Plumber,Islamabad,I-8,"I-8, Islamabad",24.986678,72.156294,3.0,Offline,18,710,67,Medium,True,"English, Urdu, Roman Urdu",441.680.3318,lanechristopher@jones.org,2024-12-01
49082,Tamara Mobile Repair Services,Mobile Repair,Peshawar,Cantt,"Cantt, Peshawar",28.992507,71.044997,3.1,Available Soon,11,4015,13,High,True,Roman Urdu,+1-911-996-4918x1135,rbanks@wheeler.com,2023-09-21
49083,Willie Beautician Services,Beautician,Rawalpindi,Chaklala,"Chaklala, Rawalpindi",29.847283,70.55899,4.6,Available Soon,18,1380,29,High,False,"English, Urdu",+1-007-602-2676,russellgilmore@taylor.com,2024-08-07
49084,Jason AC Technician Services,AC Technician,Lahore,DHA,"DHA, Lahore",25.802884,70.337578,3.1,Busy,18,1247,65,Medium,True,English,309.567.4790x751,nelsonjennifer@gmail.com,2024-09-04
49085,Emily Electrician Services,Electrician,Faisalabad,Peoples Colony,"Peoples Colony, Faisalabad",29.073793,67.902506,4.0,Busy,16,634,116,Low,False,Roman Urdu,001-237-769-0157,livingstonjacqueline@yahoo.com,2025-02-13
49086,Sherri Painter Services,Painter,Faisalabad,Peoples Colony,"Peoples Colony, Faisalabad",33.96289,72.718567,3.2,Available,20,350,98,Low,False,Roman Urdu,001-027-629-7066x6190,adamstimothy@berry.info,2026-04-13
49087,Robert Home Tutor Services,Home Tutor,Rawalpindi,PWD,"PWD, Rawalpindi",30.35762,73.576085,4.3,Busy,16,769,45,High,True,"Urdu, Roman Urdu",3801037924,cglass@taylor.info,2024-06-04
49088,Kim Mechanic Services,Mechanic,Karachi,Clifton,"Clifton, Karachi",24.982963,71.910835,4.4,Busy,8,4744,102,Medium,False,English,347.469.9278,kathleensmith@hotmail.com,2024-07-26
49089,Rebecca Tutor Services,Tutor,Islamabad,G-13,"G-13, Islamabad",33.826427,68.313326,3.3,Available,10,369,81,Medium,False,"English, Urdu",(949)325-4159,dakota18@hotmail.com,2023-06-02
49090,James Carpenter Services,Carpenter,Islamabad,G-13,"G-13, Islamabad",31.175978,72.271059,3.8,Busy,17,2222,93,High,False,"Urdu, Roman Urdu",8769349964,garciasylvia@yahoo.com,2023-08-04
49091,Elijah Carpenter Services,Carpenter,Islamabad,F-10,"F-10, Islamabad",31.250905,72.507835,3.5,Busy,6,1164,100,Low,False,Urdu,+1-757-531-0709x3463,claytonstephen@williams.net,2022-08-05
49092,Brian Water Tank Cleaner Services,Water Tank Cleaner,Peshawar,University Town,"University Town, Peshawar",29.647823,72.343361,4.5,Available Soon,11,4584,24,Low,False,"Urdu, Roman Urdu",(676)997-3435x03026,qfields@lopez-hayes.org,2024-05-10
49093,Jason Computer Technician Services,Computer Technician,Karachi,Clifton,"Clifton, Karachi",30.263223,72.412303,4.3,Available Soon,18,3363,104,Low,True,"English, Urdu, Roman Urdu",233.175.1765,ojenkins@williams-garza.com,2022-10-23
49094,Juan Electrician Services,Electrician,Peshawar,University Town,"University Town, Peshawar",28.41617,69.745956,4.8,Available Soon,20,1496,33,High,False,English,6656795399,foleymegan@hughes-haley.com,2023-04-07
49095,Gabriel Appliance Repair Services,Appliance Repair,Rawalpindi,Saddar,"Saddar, Rawalpindi",29.90097,73.985974,4.9,Busy,10,4511,27,High,True,Urdu,001-170-256-5208,averymaurice@bush-hayden.net,2024-02-26
49096,Elizabeth Tutor Services,Tutor,Rawalpindi,Chaklala,"Chaklala, Rawalpindi",32.435091,71.948242,4.8,Available,3,3074,34,Low,True,"English, Urdu, Roman Urdu",904-971-9713,jonathangutierrez@kelley-brown.net,2025-10-09
49097,Adam Mobile Repair Services,Mobile Repair,Karachi,Nazimabad,"Nazimabad, Karachi",31.412299,72.828239,3.3,Busy,13,1702,39,Low,True,English,(532)002-1092,christopher46@espinoza.com,2023-01-11
49098,Brian Plumber Services,Plumber,Lahore,Bahria Town,"Bahria Town, Lahore",28.586763,71.257191,3.6,Busy,15,2266,12,Low,True,English,+1-919-706-4700,smithamber@rodriguez-miller.com,2024-09-20
49099,Derrick Mechanic Services,Mechanic,Rawalpindi,PWD,"PWD, Rawalpindi",27.953527,69.991802,3.3,Available Soon,15,4293,65,High,False,"English, Urdu",001-232-400-8511x26560,brownsherry@smith.com,2024-07-31
49100,Lisa Appliance Repair Services,Appliance Repair,Islamabad,Bahria Town,"Bahria Town, Islamabad",32.654395,69.269709,3.2,Available Soon,3,774,7,Medium,True,"English, Urdu, Roman Urdu",563.035.8681x302,mariedavis@yahoo.com,2022-09-16
49101,Suzanne Electrician Services,Electrician,Peshawar,University Town,"University Town, Peshawar",26.478261,69.82155,4.1,Available Soon,1,4485,15,High,False,"Urdu, Roman Urdu",001-375-615-2332x4799,brittany96@richard.com,2026-04-15
49102,Jacob AC Technician Services,AC Technician,Karachi,Clifton,"Clifton, Karachi",31.603994,72.838184,3.9,Busy,5,719,44,Medium,False,"English, Urdu",161.659.9383x69198,traceygraham@hotmail.com,2023-06-21
49103,Jennifer Tutor Services,Tutor,Faisalabad,D Ground,"D Ground, Faisalabad",30.765725,68.242574,4.6,Available Soon,10,1841,103,Medium,True,"English, Urdu",(634)982-6669,melindafox@bailey-rivera.com,2024-08-09
49104,Matthew Beautician Services,Beautician,Karachi,Korangi,"Korangi, Karachi",25.388242,69.856401,3.2,Offline,17,2945,48,Medium,False,Urdu,139-351-7617x0554,michaellopez@dodson.com,2024-10-26
49105,Susan Home Tutor Services,Home Tutor,Rawalpindi,PWD,"PWD, Rawalpindi",24.026965,69.055765,3.9,Available Soon,3,1702,25,Low,False,English,+1-997-050-8725x81180,urodgers@hotmail.com,2025-07-29
49106,Dawn Plumber Services,Plumber,Islamabad,G-13,"G-13, Islamabad",29.159837,67.978877,3.8,Busy,13,700,26,Medium,False,"English, Urdu, Roman Urdu",(841)563-6606x27752,marksjoseph@thompson.org,2022-09-30
49107,Patricia Computer Technician Services,Computer Technician,Karachi,Gulshan,"Gulshan, Karachi",28.711937,72.944737,4.7,Available,20,1565,54,Low,False,English,019.857.4542,nadams@gmail.com,2022-05-22
49108,Tiffany Plumber Services,Plumber,Islamabad,G-13,"G-13, Islamabad",33.176105,68.335067,4.6,Available Soon,13,2379,89,Medium,True,"Urdu, Roman Urdu",7785304584,carloscervantes@nelson.com,2024-12-26
49109,Ashley AC Technician Services,AC Technician,Peshawar,Hayatabad,"Hayatabad, Peshawar",32.951756,68.923921,3.9,Offline,5,2767,15,Medium,True,English,001-681-332-3862,danielsmith@yahoo.com,2022-04-18
49110,Joe Mobile Repair Services,Mobile Repair,Peshawar,Hayatabad,"Hayatabad, Peshawar",30.252248,68.468653,3.8,Offline,8,967,73,Low,True,English,905.187.5989,perryronald@gmail.com,2026-05-10
49111,Kimberly Mechanic Services,Mechanic,Rawalpindi,Bahria Town,"Bahria Town, Rawalpindi",25.063311,72.147665,4.6,Available,10,3023,23,Low,True,Roman Urdu,(945)733-8654,debradelgado@gonzales-martin.com,2025-08-13
49112,Cristian Electrician Services,Electrician,Islamabad,G-13,"G-13, Islamabad",31.40994,71.154765,4.1,Available,1,4900,88,Medium,True,"Urdu, Roman Urdu",001-413-419-3138x2467,amandajefferson@davis.com,2022-12-06
49113,Lucas Painter Services,Painter,Islamabad,Blue Area,"Blue Area, Islamabad",25.619938,69.049073,3.5,Busy,1,3752,107,Medium,False,"English, Urdu",001-449-398-3498,sara39@nelson.com,2022-09-16
49114,Timothy Tutor Services,Tutor,Rawalpindi,PWD,"PWD, Rawalpindi",33.480028,71.853362,4.6,Available Soon,11,4264,11,Medium,False,English,+1-981-954-2674,johngarner@stanley-thomas.com,2023-11-06
49115,Alyssa Home Tutor Services,Home Tutor,Rawalpindi,Saddar,"Saddar, Rawalpindi",24.213538,73.02248,4.3,Offline,12,22,105,High,True,"English, Urdu, Roman Urdu",+1-179-471-6123x232,anthonyrangel@hotmail.com,2024-05-31
49116,Jessica Electrician Services,Electrician,Rawalpindi,Bahria Town,"Bahria Town, Rawalpindi",30.348128,73.088994,3.3,Offline,17,569,102,Medium,True,English,(294)243-8032x675,croberts@meyer.com,2023-08-06
49117,Patricia Mechanic Services,Mechanic,Rawalpindi,Chaklala,"Chaklala, Rawalpindi",25.377256,71.964577,3.1,Available,7,2680,49,Medium,True,English,001-754-587-3386,rossrobin@gmail.com,2023-02-06
49118,Carl Mechanic Services,Mechanic,Islamabad,F-10,"F-10, Islamabad",30.519142,67.009831,4.6,Busy,5,1929,57,Medium,False,English,001-698-002-6989x6760,kenneth71@yahoo.com,2023-02-27
49119,Tasha Appliance Repair Services,Appliance Repair,Peshawar,University Town,"University Town, Peshawar",27.853866,70.619003,4.1,Offline,5,4958,31,Low,True,English,001-466-175-1956x1827,zsullivan@yahoo.com,2023-10-24
49120,Cassandra Appliance Repair Services,Appliance Repair,Peshawar,University Town,"University Town, Peshawar",28.537949,73.153218,4.9,Available Soon,19,3947,61,High,False,"English, Urdu, Roman Urdu",802-725-8692x388,robert68@jordan-thompson.net,2025-08-10
49121,Kimberly Beautician Services,Beautician,Lahore,Johar Town,"Johar Town, Lahore",28.863127,73.326612,3.7,Busy,13,357,120,Low,True,Urdu,001-265-679-8950x8658,ruthblankenship@gmail.com,2025-02-24
49122,Brandon Computer Technician Services,Computer Technician,Faisalabad,Peoples Colony,"Peoples Colony, Faisalabad",26.543203,71.775775,3.0,Available Soon,7,3067,14,High,True,Roman Urdu,602.001.4537x455,ijohnson@hicks-dickson.com,2023-09-11
49123,David Cleaning Service Services,Cleaning Service,Peshawar,University Town,"University Town, Peshawar",30.957721,69.045214,4.7,Available,18,3109,101,Low,False,"Urdu, Roman Urdu",514.896.0214,jonathanhawkins@kline.net,2025-12-29
49124,Nancy Tutor Services,Tutor,Faisalabad,D Ground,"D Ground, Faisalabad",27.324112,71.330153,3.8,Available Soon,11,3097,44,Medium,True,"Urdu, Roman Urdu",(631)945-8970x278,lmoore@cobb.com,2022-05-28
49125,Christina Painter Services,Painter,Rawalpindi,Bahria Town,"Bahria Town, Rawalpindi",32.069684,69.906986,4.1,Available,14,4197,28,High,True,Roman Urdu,(975)207-3952x409,jenkinsjason@gmail.com,2022-06-21
49126,David Painter Services,Painter,Rawalpindi,PWD,"PWD, Rawalpindi",27.663478,67.773268,3.2,Busy,9,2012,23,Medium,False,"Urdu, Roman Urdu",103-203-2295,mark04@hotmail.com,2025-10-24
49127,Krystal Appliance Repair Services,Appliance Repair,Karachi,Clifton,"Clifton, Karachi",24.869293,68.137706,4.6,Offline,11,1867,15,Low,False,"Urdu, Roman Urdu",718.245.0584x01691,kathryn23@stanley-smith.com,2024-01-16
49128,Christopher Beautician Services,Beautician,Faisalabad,D Ground,"D Ground, Faisalabad",26.538489,69.02553,3.7,Available Soon,13,4554,67,Medium,True,"English, Urdu",001-713-515-0561x880,tarahouse@yahoo.com,2022-07-28
49129,Gabriela AC Technician Services,AC Technician,Faisalabad,D Ground,"D Ground, Faisalabad",31.762198,69.536206,4.5,Available,7,1505,70,High,True,Urdu,366.192.7781,powellana@smith.info,2026-03-26
49130,Kaitlyn Appliance Repair Services,Appliance Repair,Rawalpindi,Chaklala,"Chaklala, Rawalpindi",33.615673,69.551021,3.1,Offline,5,2634,7,High,True,English,661-787-5979,brianjones@gmail.com,2025-11-20
49131,Sara AC Technician Services,AC Technician,Faisalabad,Peoples Colony,"Peoples Colony, Faisalabad",33.307558,69.991427,3.4,Available Soon,11,2921,41,Medium,True,English,+1-509-133-5754x2632,jburns@gmail.com,2022-12-24
49132,Jeffery Tutor Services,Tutor,Lahore,Gulberg,"Gulberg, Lahore",24.628296,69.9758,3.7,Available,7,1643,18,High,True,English,(679)911-5096,sforbes@hotmail.com,2022-05-16
49133,Anthony Computer Technician Services,Computer Technician,Lahore,Johar Town,"Johar Town, Lahore",24.594471,67.82417,3.8,Available,13,2041,57,Medium,False,"English, Urdu",167-002-5775,earlsoto@hotmail.com,2023-03-16
49134,Christopher Appliance Repair Services,Appliance Repair,Faisalabad,D Ground,"D Ground, Faisalabad",25.826177,70.541187,3.6,Busy,20,3730,28,High,True,"English, Urdu, Roman Urdu",+1-793-773-0778x14110,ustephenson@yahoo.com,2023-10-13
49135,Christina Mobile Repair Services,Mobile Repair,Karachi,DHA,"DHA, Karachi",29.841603,69.173239,3.1,Busy,17,408,52,High,True,"English, Urdu, Roman Urdu",(775)922-3278,mmueller@henderson.com,2026-04-27
49136,Timothy Water Tank Cleaner Services,Water Tank Cleaner,Lahore,Gulberg,"Gulberg, Lahore",24.581978,67.604357,4.4,Offline,20,954,48,Low,True,English,064.543.3104x32192,cathy87@gmail.com,2025-03-12
49137,Derrick Computer Technician Services,Computer Technician,Islamabad,G-13,"G-13, Islamabad",27.273177,70.048104,4.4,Available Soon,20,1355,119,High,True,"Urdu, Roman Urdu",9658420971,kimberlyhughes@bush.biz,2025-10-25
49138,Michael Plumber Services,Plumber,Peshawar,Cantt,"Cantt, Peshawar",25.573617,68.430239,3.6,Busy,9,4247,17,High,False,Roman Urdu,389.941.2773,shicks@gmail.com,2026-03-24
49139,Patricia Home Tutor Services,Home Tutor,Islamabad,I-8,"I-8, Islamabad",28.523357,70.673852,4.8,Available Soon,17,1926,17,Low,False,Urdu,+1-510-780-8079x3749,williamsalicia@george-foster.biz,2024-11-26
49140,Ralph Home Tutor Services,Home Tutor,Peshawar,Cantt,"Cantt, Peshawar",31.479375,69.961082,4.7,Available,3,1921,16,Medium,True,Roman Urdu,139.886.9445x584,xjoseph@hotmail.com,2023-02-10
49141,Rachel Electrician Services,Electrician,Lahore,Johar Town,"Johar Town, Lahore",33.270578,68.020767,4.4,Busy,1,4664,117,Medium,True,English,5600837056,daisy47@lee-grant.biz,2024-12-01
49142,Melissa Mobile Repair Services,Mobile Repair,Rawalpindi,Bahria Town,"Bahria Town, Rawalpindi",28.683887,70.272969,4.0,Available,5,4375,91,Low,True,"English, Urdu, Roman Urdu",6824901503,michelleatkinson@hotmail.com,2026-04-16
49143,Megan Painter Services,Painter,Faisalabad,D Ground,"D Ground, Faisalabad",25.515168,71.423189,4.1,Available,1,1133,99,High,True,"English, Urdu",(912)058-2596x90616,stephencarson@king.biz,2022-05-25
49144,Sarah Plumber Services,Plumber,Rawalpindi,PWD,"PWD, Rawalpindi",31.541054,67.132195,4.1,Offline,20,2604,94,Medium,False,Roman Urdu,001-920-941-5619x457,mhamilton@yahoo.com,2024-11-08
49145,Lisa Home Tutor Services,Home Tutor,Lahore,DHA,"DHA, Lahore",33.005213,68.028475,4.6,Available,12,1635,39,Low,False,"English, Urdu",001-409-433-3109x91099,stephennewman@gmail.com,2023-01-11
49146,Stephanie AC Technician Services,AC Technician,Karachi,Korangi,"Korangi, Karachi",29.851223,73.385431,4.8,Available,14,4037,5,High,False,Urdu,706.117.9782,pmorgan@brown.com,2023-04-17
49147,Christine Water Tank Cleaner Services,Water Tank Cleaner,Karachi,Clifton,"Clifton, Karachi",29.831487,71.94627,4.9,Available Soon,13,4110,67,Medium,False,"Urdu, Roman Urdu",(264)846-5286,michael11@gmail.com,2025-11-26
49148,Jessica Home Tutor Services,Home Tutor,Rawalpindi,Bahria Town,"Bahria Town, Rawalpindi",24.008301,69.735159,3.4,Available Soon,4,3632,66,Low,True,"Urdu, Roman Urdu",966.000.8200x15333,xbailey@bean-coleman.com,2022-09-22
49149,Natalie Mechanic Services,Mechanic,Peshawar,Cantt,"Cantt, Peshawar",24.718567,71.594464,3.8,Available,15,1964,114,High,True,English,001-104-288-5054x9129,apark@gordon.com,2024-12-02
49150,Gabrielle Tutor Services,Tutor,Islamabad,I-8,"I-8, Islamabad",30.693503,70.563708,4.2,Available,16,1771,85,Low,True,"English, Urdu",415-345-1432x472,hayesvanessa@taylor-daniels.org,2024-04-04
49151,Stephanie AC Technician Services,AC Technician,Lahore,Johar Town,"Johar Town, Lahore",29.461902,70.320489,4.2,Offline,19,125,80,Medium,True,"Urdu, Roman Urdu",+1-248-877-0500x2155,stephanie35@hotmail.com,2026-02-24
49152,Lisa Carpenter Services,Carpenter,Karachi,North Nazimabad,"North Nazimabad, Karachi",28.116365,71.746277,3.2,Available Soon,2,2864,110,Medium,True,English,120-307-3149,normahorton@cook-hoffman.com,2024-10-09
49153,James Mobile Repair Services,Mobile Repair,Karachi,Clifton,"Clifton, Karachi",33.947968,69.523976,3.5,Available,18,1809,51,Medium,False,"English, Urdu, Roman Urdu",001-457-829-8517x68656,freemanglenn@yahoo.com,2024-09-11
49154,James AC Technician Services,AC Technician,Islamabad,I-8,"I-8, Islamabad",31.405552,67.617683,3.2,Available,13,4689,81,High,False,"Urdu, Roman Urdu",703-441-8032,traceyfrazier@gmail.com,2023-01-08
49155,Jonathan Painter Services,Painter,Lahore,Gulberg,"Gulberg, Lahore",31.791253,73.852997,3.1,Busy,18,4573,6,Medium,True,English,(936)849-2011x111,kevin84@gmail.com,2026-03-21
49156,Kelly Painter Services,Painter,Lahore,DHA,"DHA, Lahore",33.763614,72.909768,4.4,Offline,1,4792,59,Medium,True,Urdu,545.770.5278x44056,roger92@hotmail.com,2026-04-15
